"person_id","person_type","crash_record_id","vehicle_id","crash_date","seat_no","city","state","zipcode","sex","age","drivers_license_state","drivers_license_class","safety_equipment","airbag_deployed","ejection","injury_classification","hospital","ems_agency","ems_run_no","driver_action","driver_vision","physical_condition","pedpedal_action","pedpedal_visibility","pedpedal_location","bac_result","bac_result_value","cell_phone_use"
"O1835509","DRIVER","3c20f4d05ae697f8c39b3f340d7c695b41d209cda36f5380b08f8453eaa2e52e4fcc93a3fd0235f9705e57721e9349fb56e16fde2fddc8638529fd2ac1dd66ee","1748437","2024-06-05T16:26:00.000",,"CICERO","IL","60804","M","63","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P405922","PASSENGER","3c20f4d05ae697f8c39b3f340d7c695b41d209cda36f5380b08f8453eaa2e52e4fcc93a3fd0235f9705e57721e9349fb56e16fde2fddc8638529fd2ac1dd66ee","1748441","2024-06-05T16:26:00.000","4",,,,"F",,,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P405928","PASSENGER","3c20f4d05ae697f8c39b3f340d7c695b41d209cda36f5380b08f8453eaa2e52e4fcc93a3fd0235f9705e57721e9349fb56e16fde2fddc8638529fd2ac1dd66ee","1748441","2024-06-05T16:26:00.000","1","CHICAGO","IL","60632","F","43",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1835451","DRIVER","b475ce8e859c9b8d9bb79da8bc8073f784d9f50a5b90e30acafffc227eeccd57c3c1e038752bb22ccc96e7f84e8235d74c10aad110acc61e191ea5575a06a777","1748376","2024-06-05T16:18:00.000",,"CHICAGO","IL","60632","M","20",,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1835452","DRIVER","b475ce8e859c9b8d9bb79da8bc8073f784d9f50a5b90e30acafffc227eeccd57c3c1e038752bb22ccc96e7f84e8235d74c10aad110acc61e191ea5575a06a777","1748391","2024-06-05T16:18:00.000",,"CHICAGO","IL","60632","M","42","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1835465","DRIVER","4c6fabc6783c252781f9c816be23ea4c441603897515833532e18ff81933f5b55fe855c0782b5c1dabc330d70e27b5981e523c6333ee1b9ec9d8b0afedcc939a","1748395","2024-06-05T16:10:00.000",,"CHICAGO","IL","60632","M","41","IL","B","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","DECLINED EMS",,,"IMPROPER TURN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P405908","PASSENGER","4c6fabc6783c252781f9c816be23ea4c441603897515833532e18ff81933f5b55fe855c0782b5c1dabc330d70e27b5981e523c6333ee1b9ec9d8b0afedcc939a","1748395","2024-06-05T16:10:00.000","3","CHICAGO","IL","60632","M","59",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","DECLINED EMS",,,,,,,,,,,
"P405909","PASSENGER","4c6fabc6783c252781f9c816be23ea4c441603897515833532e18ff81933f5b55fe855c0782b5c1dabc330d70e27b5981e523c6333ee1b9ec9d8b0afedcc939a","1748395","2024-06-05T16:10:00.000","4","CHICAGO","IL","60632","M","40",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","DECLINED EMS",,,,,,,,,,,
"P405910","PASSENGER","4c6fabc6783c252781f9c816be23ea4c441603897515833532e18ff81933f5b55fe855c0782b5c1dabc330d70e27b5981e523c6333ee1b9ec9d8b0afedcc939a","1748395","2024-06-05T16:10:00.000","6","CHICAGO","IL","60632","M","41",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","DECLINED EMS",,,,,,,,,,,
"O1835527","BICYCLE","bbc31d13e5eda1dff2852d51c5ed422e4a20c2e47b6431a5286e7505eb732ccb301acc117f63999023e9931f991a4d6c9e1d39f43cfebebfe24494bc298a5833",,"2024-06-05T16:10:00.000",,,,,,,,,"HELMET NOT USED",,"NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","NOT OBSCURED","NORMAL","CROSSING - NO CONTROLS (NOT AT INTERSECTION)","NO CONTRASTING CLOTHING","IN ROADWAY","TEST NOT OFFERED",,
"O1835528","DRIVER","bbc31d13e5eda1dff2852d51c5ed422e4a20c2e47b6431a5286e7505eb732ccb301acc117f63999023e9931f991a4d6c9e1d39f43cfebebfe24494bc298a5833","1748454","2024-06-05T16:10:00.000",,"CHICAGO","IL","60608","M","31","IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1835471","DRIVER","ae5b13832e1ae01f87a11723f24274a25fc00965aaa3bac8429bff231b8832ef87bcb141d9af78e531ff7b8cd6f10f451ef82dd172dafe32d2b78fd28e0759d1","1748413","2024-06-05T16:05:00.000",,"MIAMI","FL","33150","F","23","VZ","3","USAGE UNKNOWN","DEPLOYED, SIDE","NONE","NO INDICATION OF INJURY",,"CFD",,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1835472","DRIVER","ae5b13832e1ae01f87a11723f24274a25fc00965aaa3bac8429bff231b8832ef87bcb141d9af78e531ff7b8cd6f10f451ef82dd172dafe32d2b78fd28e0759d1","1748435","2024-06-05T16:05:00.000",,"CHICAGO","IL","60625","F","64","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,"CFD",,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"P405912","PASSENGER","ae5b13832e1ae01f87a11723f24274a25fc00965aaa3bac8429bff231b8832ef87bcb141d9af78e531ff7b8cd6f10f451ef82dd172dafe32d2b78fd28e0759d1","1748413","2024-06-05T16:05:00.000","3","MIAMI","FL","33150","M","40",,,"USAGE UNKNOWN","DEPLOYED, SIDE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P405913","PASSENGER","ae5b13832e1ae01f87a11723f24274a25fc00965aaa3bac8429bff231b8832ef87bcb141d9af78e531ff7b8cd6f10f451ef82dd172dafe32d2b78fd28e0759d1","1748413","2024-06-05T16:05:00.000","4","CHICAGO","IL","60625","F","27",,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P405914","PASSENGER","ae5b13832e1ae01f87a11723f24274a25fc00965aaa3bac8429bff231b8832ef87bcb141d9af78e531ff7b8cd6f10f451ef82dd172dafe32d2b78fd28e0759d1","1748413","2024-06-05T16:05:00.000","5","CHICAGO","IL","60625","F",,,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P405916","PASSENGER","ae5b13832e1ae01f87a11723f24274a25fc00965aaa3bac8429bff231b8832ef87bcb141d9af78e531ff7b8cd6f10f451ef82dd172dafe32d2b78fd28e0759d1","1748413","2024-06-05T16:05:00.000","6","CHICAGO","IL","60625","F","10",,,"USAGE UNKNOWN","DEPLOYED, SIDE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P405919","PASSENGER","ae5b13832e1ae01f87a11723f24274a25fc00965aaa3bac8429bff231b8832ef87bcb141d9af78e531ff7b8cd6f10f451ef82dd172dafe32d2b78fd28e0759d1","1748435","2024-06-05T16:05:00.000","4","CHICAGO","IL","60625","F","36",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P405921","PASSENGER","ae5b13832e1ae01f87a11723f24274a25fc00965aaa3bac8429bff231b8832ef87bcb141d9af78e531ff7b8cd6f10f451ef82dd172dafe32d2b78fd28e0759d1","1748435","2024-06-05T16:05:00.000","6","CHICAGO","IL","60625","F","39",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1835818","DRIVER","2f10f44c0a78e8de17378ce023ea3f10b29128265bfa34133267e27b99ecd0dc688648e78354c80c77f03e25ec56e0fe52ee2f3d759883bc3725982e5c462033","1748735","2024-06-05T16:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1835505","DRIVER","43b89dd5fc49e46c8a9d76e8004d586c3c2c2239f0b7c96b1302a68d344df90408fe54f0f8b1b14038d7e4a8673c93bb472748c2e932b02181b462af7cc95148","1748434","2024-06-05T16:00:00.000",,"CHICAGO","IL",,"M","53",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1835506","DRIVER","43b89dd5fc49e46c8a9d76e8004d586c3c2c2239f0b7c96b1302a68d344df90408fe54f0f8b1b14038d7e4a8673c93bb472748c2e932b02181b462af7cc95148","1748450","2024-06-05T16:00:00.000",,"CHICAGO","IL","60639","M","20","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P405924","PASSENGER","43b89dd5fc49e46c8a9d76e8004d586c3c2c2239f0b7c96b1302a68d344df90408fe54f0f8b1b14038d7e4a8673c93bb472748c2e932b02181b462af7cc95148","1748450","2024-06-05T16:00:00.000","6","CHICAGO","IL","60651","M","10",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1835603","DRIVER","6231d0e0c2a537289f682544d7fa6837ad9ec1d6d64a2dfa81493fc2fb75c03e48041bea22d9ed16ef919df45087c1c394df5e911d5cc4e3e3255b19630ec662","1748609","2024-06-05T16:00:00.000",,"CHICAGO","IL","60617","F","17","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","MOVING VEHICLES","NORMAL",,,,"TEST NOT OFFERED",,
"O1835604","DRIVER","6231d0e0c2a537289f682544d7fa6837ad9ec1d6d64a2dfa81493fc2fb75c03e48041bea22d9ed16ef919df45087c1c394df5e911d5cc4e3e3255b19630ec662","1748559","2024-06-05T16:00:00.000",,"CHICAGO","IL","60429","F","63","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1835595","DRIVER","9c039c7cb26d8e051c7b733684af2f05642cde5ef11f7e4a4c8edd0093945ca2c7d8e0d8ed75a99d7f6996551566d5941d64ebb5b8bd27ba72d70b6f44846c2d","1748523","2024-06-05T16:00:00.000",,"CHGO","IL","60639","F","58","IL","D","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1835493","DRIVER","a0384c5af452dfd58075827164ffb0baa98886cc5169968298ce57a5c1df0f1fcec8fb36b0da10188bbf1cf201ae62db47ed8b9ad5dbcbfcd983aa6b2c138eb4","1748421","2024-06-05T16:00:00.000",,"CHICAGO","IL","60638","M","21","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1835494","DRIVER","a0384c5af452dfd58075827164ffb0baa98886cc5169968298ce57a5c1df0f1fcec8fb36b0da10188bbf1cf201ae62db47ed8b9ad5dbcbfcd983aa6b2c138eb4","1748426","2024-06-05T16:00:00.000",,"CHICAGO","IL","60644","M","93","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P405915","PASSENGER","a0384c5af452dfd58075827164ffb0baa98886cc5169968298ce57a5c1df0f1fcec8fb36b0da10188bbf1cf201ae62db47ed8b9ad5dbcbfcd983aa6b2c138eb4","1748426","2024-06-05T16:00:00.000","3","CHHICAGO","IL","60644","F","92",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1835453","DRIVER","cf04617e6d3e4d1bfaa5d94235066360e693537066a8a82a22c70c1da739bfe62a6af6aeea6604dcaad68603506f27cc581115c86162214bd8e17b1e9602e027","1748380","2024-06-05T16:00:00.000",,"GLENVIEW","IL","60025","F","66","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"IMPROPER LANE CHANGE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1835454","DRIVER","cf04617e6d3e4d1bfaa5d94235066360e693537066a8a82a22c70c1da739bfe62a6af6aeea6604dcaad68603506f27cc581115c86162214bd8e17b1e9602e027","1748383","2024-06-05T16:00:00.000",,"CHICAGO","IL","60640","M",,"IL","AM","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1835599","DRIVER","d75968b8203a97053161377c8afaded4a181cef7bee043c7c4ecc99fe521cfcc4ae0e184e63a6ae89d226b758733a53022ad174dd3778ae11c04d0c65a511ccb","1748526","2024-06-05T16:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"P405954","PASSENGER","d75968b8203a97053161377c8afaded4a181cef7bee043c7c4ecc99fe521cfcc4ae0e184e63a6ae89d226b758733a53022ad174dd3778ae11c04d0c65a511ccb","1748533","2024-06-05T16:00:00.000","3","CHICAGO","IL",,"F",,,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P405957","PASSENGER","d75968b8203a97053161377c8afaded4a181cef7bee043c7c4ecc99fe521cfcc4ae0e184e63a6ae89d226b758733a53022ad174dd3778ae11c04d0c65a511ccb","1748533","2024-06-05T16:00:00.000","1","CHICAGO","IL",,"F",,,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1835434","DRIVER","e6c33b270b28dd600f2c818a95df08ada8bd78212d741ba882a15eee9d1126e12b1a477a314f605c69312560649f05ba0eb8d6d7c1b00857b660619ba993f782","1748358","2024-06-05T16:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1835435","DRIVER","e6c33b270b28dd600f2c818a95df08ada8bd78212d741ba882a15eee9d1126e12b1a477a314f605c69312560649f05ba0eb8d6d7c1b00857b660619ba993f782","1748368","2024-06-05T16:00:00.000",,"CHICAGO","IL","60636","F","0",,,"USAGE UNKNOWN","DEPLOYED, COMBINATION","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P405905","PASSENGER","e6c33b270b28dd600f2c818a95df08ada8bd78212d741ba882a15eee9d1126e12b1a477a314f605c69312560649f05ba0eb8d6d7c1b00857b660619ba993f782","1748368","2024-06-05T16:00:00.000","3",,,,"M","20",,,"NONE PRESENT","DEPLOYED, COMBINATION","NONE","REPORTED, NOT EVIDENT",,,,,,,,,,,,
"O1835414","DRIVER","48b41865183f9115e9a5ab7ff287168a05c42cee3815e05996ece9d68ffe8497b191114bd84715a0fe1d89e1bfc95baa9d227a67c8af50daa43c01a4db0d4185","1748348","2024-06-05T15:56:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"IMPROPER BACKING","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1835442","DRIVER","e3bac48bbcc4d202e5763c45e0c55329f29664565632294dab0f37724091846294b1a175daeebbe2ec75b649fd29549d050e2e31f0ecca1fee8217cac5c5f85a","1748369","2024-06-05T15:52:00.000",,"SOUTH HOLLAND","IL","60473","F","51","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1835443","DRIVER","e3bac48bbcc4d202e5763c45e0c55329f29664565632294dab0f37724091846294b1a175daeebbe2ec75b649fd29549d050e2e31f0ecca1fee8217cac5c5f85a","1748373","2024-06-05T15:52:00.000",,"EVERGREEN PARK","IL","60805","F","37","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P405906","PASSENGER","e3bac48bbcc4d202e5763c45e0c55329f29664565632294dab0f37724091846294b1a175daeebbe2ec75b649fd29549d050e2e31f0ecca1fee8217cac5c5f85a","1748373","2024-06-05T15:52:00.000","3","EVERGREEN PARK","IL","60805","F","40",,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1835430","DRIVER","36293445ad0130ad3fa605e2d9dfb9ccfccb9a1d178dd3df1dbfea73c7b5127c528023392d0e9583e70f40f2d4cba741e3c3d3d81a85a1e80bc96539142a04d8","1748357","2024-06-05T15:45:00.000",,"CHICAGO","IL",,"M",,"IL",,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1835431","DRIVER","36293445ad0130ad3fa605e2d9dfb9ccfccb9a1d178dd3df1dbfea73c7b5127c528023392d0e9583e70f40f2d4cba741e3c3d3d81a85a1e80bc96539142a04d8","1748362","2024-06-05T15:45:00.000",,"CHICAGO","IL","60646","M",,"IL",,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1835755","DRIVER","cc9b80c13652ac9639a7e057e3210b945cfac187fe62245f08bf62431594aab574808d959409a17476460b68c5b8fe89db77ffc1b20551e394a4f593d3982807","1748675","2024-06-05T15:42:00.000",,"WONDER LAKE","IL","60097","F","58","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"IMPROPER LANE CHANGE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1835756","DRIVER","cc9b80c13652ac9639a7e057e3210b945cfac187fe62245f08bf62431594aab574808d959409a17476460b68c5b8fe89db77ffc1b20551e394a4f593d3982807","1748680","2024-06-05T15:42:00.000",,"CHICAGO","IL","60608","F","47","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1835420","DRIVER","b77a1e0bdcba2c37c615c8a90b1791a61fa17f6c706ccfcd040937844d5a36ba4deee2ed3e0bcf09e1238f1dac50b302036215b3729dd215745a030a5010d750","1748353","2024-06-05T15:40:00.000",,"CHICAGO","IL","60609","F","37","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1835421","DRIVER","b77a1e0bdcba2c37c615c8a90b1791a61fa17f6c706ccfcd040937844d5a36ba4deee2ed3e0bcf09e1238f1dac50b302036215b3729dd215745a030a5010d750","1748365","2024-06-05T15:40:00.000",,"CHICAGO","IL","60654","M","56","IL","B","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1835565","DRIVER","b00be100adbae3656fcdf94b02f3bfac074c1310f593d09c60374cbbc140320362516f7a5245c03d121ce97c09a007005400fe6f3c12e4760081d3c9f834927b","1748493","2024-06-05T15:30:00.000",,"CHICAGO","IL","60631","M","64","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1835566","DRIVER","b00be100adbae3656fcdf94b02f3bfac074c1310f593d09c60374cbbc140320362516f7a5245c03d121ce97c09a007005400fe6f3c12e4760081d3c9f834927b","1748503","2024-06-05T15:30:00.000",,"CHICAGO","IL","60618","F","51","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P405935","PASSENGER","b00be100adbae3656fcdf94b02f3bfac074c1310f593d09c60374cbbc140320362516f7a5245c03d121ce97c09a007005400fe6f3c12e4760081d3c9f834927b","1748503","2024-06-05T15:30:00.000","3","CHICAGO","IL","60618","M","21",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P405937","PASSENGER","b00be100adbae3656fcdf94b02f3bfac074c1310f593d09c60374cbbc140320362516f7a5245c03d121ce97c09a007005400fe6f3c12e4760081d3c9f834927b","1748503","2024-06-05T15:30:00.000","4",,"IL",,"F",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1835579","DRIVER","f72d765348afc6ae975e74270e854451ba3a771cc10fe3a9d1abae8d83ce64fb5789616a0657378c0ac2e2405dd0a59efa8ebe8beb51355a38f3e8241575b75a","1748517","2024-06-05T15:30:00.000",,"NAPERVILLE","IL","60563","M",,"IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1835580","DRIVER","f72d765348afc6ae975e74270e854451ba3a771cc10fe3a9d1abae8d83ce64fb5789616a0657378c0ac2e2405dd0a59efa8ebe8beb51355a38f3e8241575b75a","1748512","2024-06-05T15:30:00.000",,,,,"F","45","IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P405941","PASSENGER","f72d765348afc6ae975e74270e854451ba3a771cc10fe3a9d1abae8d83ce64fb5789616a0657378c0ac2e2405dd0a59efa8ebe8beb51355a38f3e8241575b75a","1748517","2024-06-05T15:30:00.000","6",,,,"F",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1835376","DRIVER","58bbe2c1bbfe12d8574aaec212b675ab9ab0dd106d457b365af57ca87c276a0067e769e753e14eeaf7cbc9be84a34b265bbb5b5ea5fb5268993e53d0d75344b9","1748312","2024-06-05T15:25:00.000",,"CICERO","IL","60804","M","30","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","REFUSED",,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1835377","DRIVER","58bbe2c1bbfe12d8574aaec212b675ab9ab0dd106d457b365af57ca87c276a0067e769e753e14eeaf7cbc9be84a34b265bbb5b5ea5fb5268993e53d0d75344b9","1748329","2024-06-05T15:25:00.000",,,,,"F","40","SO",,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","REFUSED",,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P405901","PASSENGER","58bbe2c1bbfe12d8574aaec212b675ab9ab0dd106d457b365af57ca87c276a0067e769e753e14eeaf7cbc9be84a34b265bbb5b5ea5fb5268993e53d0d75344b9","1748329","2024-06-05T15:25:00.000","3","CHICAGO","IL","60609","M","10",,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","REFUSED BY GUARDIAN",,,,,,,,,,,
"O1835438","DRIVER","50ebec32c64dec9023fc393113b54035cbf2b62b650e9bfd141f3bf2877114e91084c7ecfa2a7b69058bde66e8e28c6fd022dc9f68dd75128df85c88c1964360","1748366","2024-06-05T15:22:00.000",,,,,"X",,,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1835439","BICYCLE","50ebec32c64dec9023fc393113b54035cbf2b62b650e9bfd141f3bf2877114e91084c7ecfa2a7b69058bde66e8e28c6fd022dc9f68dd75128df85c88c1964360",,"2024-06-05T15:22:00.000",,"CHICAGO","IL","60628","M","36",,,"HELMET NOT USED",,"NONE","NONINCAPACITATING INJURY","MOUNT SINAI","CFD AMB  23",,"NONE","NOT OBSCURED","NORMAL","CROSSING - WITH SIGNAL","NO CONTRASTING CLOTHING","IN CROSSWALK","TEST NOT OFFERED",,
"O1835432","DRIVER","bec415acf5690bfe6f2248cabb36c41638b7f84993ffb3c5d3d5d742b0fb1cfa06b377580cacf8e0bbdfe1fb8f8c5bbfc1a20913ec638d1da036013b6ec09121","1748375","2024-06-05T15:20:00.000",,"CHICAGO","IL","60630","F","26","IL","A","USAGE UNKNOWN","DEPLOYED, COMBINATION","NONE","NONINCAPACITATING INJURY","COMMUNITY FIRST MEDICAL CENTER","AMBULANCE #63",,"FAILED TO YIELD","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1835433","DRIVER","bec415acf5690bfe6f2248cabb36c41638b7f84993ffb3c5d3d5d742b0fb1cfa06b377580cacf8e0bbdfe1fb8f8c5bbfc1a20913ec638d1da036013b6ec09121","1748392","2024-06-05T15:20:00.000",,"CHICAGO","IL","60647","M","27","IL","A","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","NA","NA",,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P405907","PASSENGER","bec415acf5690bfe6f2248cabb36c41638b7f84993ffb3c5d3d5d742b0fb1cfa06b377580cacf8e0bbdfe1fb8f8c5bbfc1a20913ec638d1da036013b6ec09121","1748375","2024-06-05T15:20:00.000","12","CHICAGO","IL","60630","F","0",,,"USAGE UNKNOWN","DEPLOYED, SIDE","NONE","NO INDICATION OF INJURY","COMMUNITY FIRST MEDICAL CENTER","AMBULANCE","63",,,,,,,,,
"O1835406","DRIVER","0db820a7171dc4d38afc12021972add7fc528aac10ee3e6981335993b4c86ae981b653e1783a7620a09af872160b357730c3a87a6c564ff590f49bcdd93009e1","1748342","2024-06-05T15:17:00.000",,"CHICAGO","IL","60616","M",,"IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","REFUSED",,,"IMPROPER TURN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1835407","DRIVER","0db820a7171dc4d38afc12021972add7fc528aac10ee3e6981335993b4c86ae981b653e1783a7620a09af872160b357730c3a87a6c564ff590f49bcdd93009e1","1748349","2024-06-05T15:17:00.000",,"CHICAGO","IL","60630","M",,"IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
