"crash_record_id","crash_date_est_i","crash_date","posted_speed_limit","traffic_control_device","device_condition","weather_condition","lighting_condition","first_crash_type","trafficway_type","lane_cnt","alignment","roadway_surface_cond","road_defect","report_type","crash_type","intersection_related_i","private_property_i","hit_and_run_i","damage","date_police_notified","prim_contributory_cause","sec_contributory_cause","street_no","street_direction","street_name","beat_of_occurrence","photos_taken_i","statements_taken_i","dooring_i","work_zone_i","work_zone_type","workers_present_i","num_units","most_severe_injury","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident","injuries_no_indication","injuries_unknown","crash_hour","crash_day_of_week","crash_month","latitude","longitude","location"
"40d935cb773b1184fedc386a3be31ca69792bba298342cb9de2d54659b3a2fcce9d88afc10451ba727ae05caa877cce8a77542486a03dc2cc9c94a5df788bdc0",,"2024-06-05T08:17:00.000","30","OTHER WARNING SIGN","FUNCTIONING PROPERLY","CLOUDY/OVERCAST","DAYLIGHT","TURNING","FOUR WAY",,"STRAIGHT ON GRADE","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-06-05T08:17:00.000","IMPROPER OVERTAKING/PASSING","DISREGARDING OTHER TRAFFIC SIGNS","4900","W","CHICAGO AVE","1531",,"Y",,,,,"2","REPORTED, NOT EVIDENT","3","0","0","0","3","0","0","8","4","6","41.895093615","-87.748381715","POINT (-87.748381714962 41.895093614751)"
"82de3a751e2d58636ca8c65856f20d5b33e35382d40d5e9973099058b6fca7ade8571673a9e253459144ba02e5f8b644ac7d6c9329c2b24ec85ba4718e2eaac2",,"2024-06-05T08:10:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-06-05T08:26:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","4003","W","ARMITAGE AVE","2534",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","4","6","41.917054322","-87.726709036","POINT (-87.726709036002 41.917054322331)"
"8f2e975af575494edc7a1577e23a72714b73f8ea77bd7e09796d7a50164772130b95834f4a7a56080d47116c17005c22e228d16412632727491564a1756b5ac6",,"2024-06-05T08:07:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-06-05T08:08:00.000","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","NOT APPLICABLE","2816","N","LINCOLN AVE","1932",,,,,,,"4","REPORTED, NOT EVIDENT","2","0","0","0","2","2","0","8","4","6","41.932895473","-87.659395294","POINT (-87.65939529362 41.932895473271)"
"bfdbcc611c8265e9a4c1bc7637534573cbc5b0f9d0d2c8a8cb74a393fbf3a7731f3ac44b83cbdc556a5b23619517ab2ad6a9669f87828ad0a58c8e527b5f2b45",,"2024-06-05T08:01:00.000","30","TRAFFIC SIGNAL","FUNCTIONING IMPROPERLY","CLEAR","DAYLIGHT","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-06-05T08:03:00.000","FAILING TO YIELD RIGHT-OF-WAY","FAILING TO YIELD RIGHT-OF-WAY","9100","S","STONY ISLAND AVE","413",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","4","6","41.729518128","-87.585636409","POINT (-87.585636408538 41.729518128388)"
"0b893a9aac90ceffb45ff891128de54101c57f29825e9e76cf8bbb46f873266edb2c6a7b4bd3c73261b3f5a5084f4ef262397dd49b8435c4693692a39b22c645",,"2024-06-05T08:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-05T09:30:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","5450","N","CENTRAL AVE","1622",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","4","6","41.980805849","-87.768528213","POINT (-87.768528212555 41.980805849288)"
"397258dc0d5977d5d91dce76993aa079ddeb03437a33d21f7a808a437ca45e5803af81c43165fce9e096ade68fb03f35fae2a87273fd45898d73a30e16b8ee69",,"2024-06-05T08:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-06-05T17:45:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","2898","W","ADDISON ST","1733",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","8","4","6","41.946775463","-87.700423549","POINT (-87.700423548665 41.946775462536)"
"b0db0a9f2f5defc506f212db3f2db044e20e6e56cfe9bb2f1fa1a819b31363a596188ade83cbb612e7694d72ea16d6e36cab915d15bc8036141828629cb79b1b","Y","2024-06-05T08:00:00.000","35","NO CONTROLS","NO CONTROLS","RAIN","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2024-06-05T09:43:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","350","W","107TH ST","512",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","8","4","6","41.699867714","-87.632632538","POINT (-87.632632538126 41.699867713538)"
"c49643eaa883b5d7fa15b59f390e17251304b4b928fc462eb5818b365f206446fdd67ae50e1210932121a42f77dba092ac4ce228615c2891f1cd19c003337440",,"2024-06-05T08:00:00.000","25","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLOUDY/OVERCAST","DAYLIGHT","TURNING","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2024-06-05T08:05:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","4000","N","CUMBERLAND AVE","1614",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","8","4","6","41.952142587","-87.836814267","POINT (-87.836814266937 41.952142587107)"
"f4f4be320b88d974024207858851fcbf2d9998a54872726ec373660d436e693d16c3f351c8e33c17d188a6c237943d12dc7d9fd20ba5aa87d89f0da25a85f058",,"2024-06-05T07:55:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY","Y",,,"$500 OR LESS","2024-06-05T08:04:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","2000","W","74TH ST","735",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","4","0","7","4","6","41.7594297","-87.673462167","POINT (-87.673462166772 41.759429700326)"
"ad246ea346c0f20a39e152332394afb7292177a8ea64ac667f099bc3f1c385d6d627e1908f2a04e66d98a0f370d481bc6f81c8884771fc73303f7f8350ee505f","N","2024-06-05T07:54:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","TURNING","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","OTHER","ON SCENE","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2024-06-05T08:01:00.000","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","1159","N","PULASKI RD","1112",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","7","4","6","41.902527823","-87.726151028","POINT (-87.726151027549 41.902527823105)"
"2316c6b86ed40da7aa6d0b8bc7a9c9bb2081917fed0bb5839ffa91f42c8b14366bda760440862890f3207079d5b4ade652fc08d7368a950368543c1b11b09000",,"2024-06-05T07:53:00.000","30","NO CONTROLS","NO CONTROLS","CLOUDY/OVERCAST","DAWN","ANGLE","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,"Y","OVER $1,500","2024-06-05T07:53:00.000","NOT APPLICABLE","NOT APPLICABLE","2301","S","ASHLAND AVE","1235",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","7","4","6","41.850235296","-87.665864157","POINT (-87.665864156849 41.850235296181)"
"d4ef71c958acd10659fc95ac100b037bfedf2318ffc9144e1712bee1839f45b5eb3724662646fa55bb48065b2bd69c0d8ed422cf3280725263cd499855c59d70",,"2024-06-05T07:50:00.000","20","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","ANGLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-05T11:50:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","5500","S","SAWYER AVE","822",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","7","4","6","41.79340166","-87.704924165","POINT (-87.704924165261 41.793401659626)"
"16497fca040309e51dc662853797cd03d1a26809273296cfca569465a660c0b155fa687bf99c15058f4cf8fa853a3e9ec2044bd7ab0996932d3d3aa5cae99efd",,"2024-06-05T07:45:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","UNKNOWN","UNKNOWN","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2024-06-05T08:25:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","5005","S","ARCHER AVE","815",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","4","0","7","4","6","41.802076679","-87.723586162","POINT (-87.723586162199 41.802076678743)"
"3ca73a51c021c884070022f7993e00db8423b94af5f26679c2a3f09c92d16299ef3c7389d68178105f1d7a6f1268f80ca3f80ead2e151b5669ca44534878b01c",,"2024-06-05T07:45:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"$500 OR LESS","2024-06-05T08:00:00.000","FOLLOWING TOO CLOSELY","UNABLE TO DETERMINE","3551","N","KIMBALL AVE","1733",,,,,,,"2","REPORTED, NOT EVIDENT","1","0","0","0","1","1","0","7","4","6","41.946215911","-87.71255621","POINT (-87.712556210019 41.946215911177)"
"341dd2e8a070730801c283a188fae4226b20ca9e4f0242f605c2951caabf54facfde5980714d03a7e452dca75d7b66b6ecda712bae70e75c5fbc943b30fa6827",,"2024-06-05T07:25:00.000","25","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,"Y","$500 OR LESS","2024-06-05T07:32:00.000","NOT APPLICABLE","NOT APPLICABLE","7453","N","WASHTENAW AVE","2411",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","7","4","6","42.017330683","-87.697117122","POINT (-87.697117122168 42.017330683181)"
"77d46546e7afcf5e6244b2a718344acee7778811bc840202aa9a49079948a9780086860fe8f463a4819ba69ed177e5a35f1de39bf339a2ac880313df36126ccf","Y","2024-06-05T07:15:00.000","30","NO CONTROLS","NO CONTROLS","CLOUDY/OVERCAST","DAYLIGHT","ANGLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-06-05T07:18:00.000","FAILING TO YIELD RIGHT-OF-WAY","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","1357","S","BLUE ISLAND AVE","1232",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","7","4","6","41.863950232","-87.655789919","POINT (-87.655789919178 41.863950232399)"
"78bbf69860b64f782d83ca0951b7cbb270c4f7856e2a53ac814e2764f08d602d58a711f5675bee927b5fe0314c49d46ce62b3d76347031220588853d37b2116c",,"2024-06-05T07:15:00.000","30","TRAFFIC SIGNAL","UNKNOWN","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-05T16:10:00.000","FOLLOWING TOO CLOSELY","FOLLOWING TOO CLOSELY","12700","S","LOWE AVE","523",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","7","4","6","41.663275503","-87.637959977","POINT (-87.637959976755 41.663275502901)"
"a072f0a69d8770edc0909bae904e347c2c5e5fbc9fff8c5c8dd304fb6604783eea9bfaa81ddc5123145bb1940cc656216f6e3b6e6f31817b624cdcee0a448a47",,"2024-06-05T07:15:00.000","30","STOP SIGN/FLASHER","FUNCTIONING IMPROPERLY","CLEAR","DAYLIGHT","TURNING","T-INTERSECTION",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"$501 - $1,500","2024-06-05T07:15:00.000","IMPROPER TURNING/NO SIGNAL","FAILING TO REDUCE SPEED TO AVOID CRASH","200","W","SCOTT ST","1821",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","7","4","6","41.905057795","-87.634634328","POINT (-87.634634328188 41.905057794783)"
"5739b554be0fb21bc0273098516cf5d1b2c81f4e489230813a5de4f908f2b14feb3fb2d2807e7125494cac7df9b953d9d2a0b89e146d042563ff2d693c284ea9",,"2024-06-05T07:10:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR TO FRONT","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-05T08:00:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","4750","W","FIFTH AVE","1131",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","7","4","6","41.868660769","-87.744428958","POINT (-87.744428958338 41.868660769171)"
"b456dd32b717d94e156b11b15bfdf0f5a258f15cd9df780041441c7021bcf31a37dea7fdeaf740a09489c79be7f8c4f340c3fb4912270fe9a9a82931044ed999",,"2024-06-05T07:00:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,"Y","$501 - $1,500","2024-06-05T17:00:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","800","W","98TH PL","2223",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","7","4","6","41.715221236","-87.643105271","POINT (-87.643105270846 41.715221236147)"
"f9a2560a693b0a1dee78258ccee73211a89a801a1c909568bfa037376a39066a446b14272ad95ea772ac49ce4238f22da8188dc3d9a27ec0fb7c0ffe1f3f6db3",,"2024-06-05T07:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$500 OR LESS","2024-06-05T07:30:00.000","FOLLOWING TOO CLOSELY","UNABLE TO DETERMINE","5301","S","CICERO AVE","815",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","7","4","6","41.796613373","-87.742710809","POINT (-87.742710808662 41.796613372603)"
"19802d269c3dc4b74cb0571a830f26a1ec16a80a8b1d4640d00ca6176ce483912982f72de907b1e7144efb8d2461f7610324982a7a6807b333cfc083a4f7c284",,"2024-06-05T06:53:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","FIXED OBJECT","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-05T06:56:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","5100","S","PULASKI RD","815",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","6","4","6","41.800527702","-87.723519275","POINT (-87.723519274799 41.80052770213)"
"bae1977fa01136a31c19a84bedd3bff0da98d12c37016e6010a9569d2bee4fcba5b8a049b1e3c7366f678a91473186a131cc617c2551691af811689ec5f51986",,"2024-06-05T06:48:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PEDESTRIAN","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2024-06-05T07:20:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","7700","S","SOUTH SHORE DR","421",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","6","4","6","41.756915177","-87.553534773","POINT (-87.553534773022 41.756915177471)"
"18d860dd3de862b1f3f39300e1ebd952850751d59a501cfc47a75f6326a6fb1c90b1d7dd7dc1e7b1b83ac5d7862cd942450f28273e7319a6d631e624cc025e86",,"2024-06-05T06:46:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","TURNING","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-06-05T07:08:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","IMPROPER TURNING/NO SIGNAL","5336","N","WESTERN AVE","2011",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","6","4","6","41.978810139","-87.689411352","POINT (-87.689411352478 41.978810138845)"
"7709485805b0840f30bf0cdccdc867e3b82dd591816bc56c8457be934d228aa696e09cdef64d1d827309d2d83445327effba656df6cb8e1cf2f4ef2ae57ba0a8",,"2024-06-05T06:45:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DUSK","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2024-06-05T06:56:00.000","IMPROPER OVERTAKING/PASSING","NOT APPLICABLE","6501","S","CICERO AVE","833",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","6","4","6","41.774694542","-87.742013301","POINT (-87.742013300808 41.774694541589)"
"0e85ea7a82cb31c7be95c1abe5eebf4319c400e37acbcc8b5f90c0f31879799cbdf30219755082923272f9866120e8bfe146adfed9018ae181977587946a69d7",,"2024-06-05T06:02:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-05T06:44:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","6400","S","STONY ISLAND AVE","314",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","6","4","6","41.778677456","-87.586564207","POINT (-87.586564206768 41.778677456358)"
"12227a0775832ed3c1746e15b988526dbe92d874fbd151d9ab2a279302698a69bc0475e77798b23c8518e4ab8b4c5bf36745dbc470e71dcc906d20aea9c88f7a","Y","2024-06-05T06:00:00.000","30","NO CONTROLS","NO CONTROLS","CLOUDY/OVERCAST","DAYLIGHT","PARKED MOTOR VEHICLE","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-05T09:45:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1653","W","CONGRESS PKWY","1231",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","6","4","6","41.875033341","-87.668753001","POINT (-87.668753001303 41.875033341441)"
"16a3b5f8606db4512d7e4cc79c75d2c90746cefb8e1b88e5971931881c5e1a4819df66b2c9c4229780a80a5f8ef1f8a0d51bc8c4eeed8c77d31d5d4319b020bd","Y","2024-06-05T06:00:00.000","30","NO CONTROLS","NO CONTROLS","UNKNOWN","UNKNOWN","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,"Y","OVER $1,500","2024-06-05T07:15:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","7000","S","PULASKI RD","833",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","6","4","6","41.765881286","-87.722587158","POINT (-87.722587157729 41.76588128582)"
"21cbd5410c5552c379d961d1227102c6805a0f66cbab3cf1340f8a9ab0474561af47a39a028b909ad1c5c9786d6306186176f5d8b1d7ce93c3b4cebeb68ab694",,"2024-06-05T06:00:00.000","30","NO CONTROLS","NO CONTROLS","RAIN","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-05T07:35:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","4332","W","LEXINGTON ST","1131",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","6","4","6","41.871678075","-87.734050274","POINT (-87.734050274149 41.871678074679)"
"d795cad73e6ab9fa3efced4d997921fd787282731dafe9d9d39c2688430ffa51f4544d857725dd9d73d59a28388d54b38a232f189af371484cd7325d2c2a0dad",,"2024-06-05T05:55:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","ANGLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-06-05T06:00:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","2501","S","WESTERN AVE","1034",,,,,,,"3","NO INDICATION OF INJURY","0","0","0","0","0","2","0","5","4","6","41.846499657","-87.685340696","POINT (-87.68534069617 41.846499656885)"
"2becc943f94e7a735e1a8451086c65c81b88685bf83a29e38bc0c1840db74b8f5703f15699f2afcd8b60b748e9f7aa028eb4f5994997c23cf138b3440418da84",,"2024-06-05T05:50:00.000","10","NO CONTROLS","NO CONTROLS","CLEAR","DAWN","PARKED MOTOR VEHICLE","PARKING LOT",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,"Y",,"OVER $1,500","2024-06-05T05:56:00.000","VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)","UNABLE TO DETERMINE","1753","N","MILWAUKEE AVE","1434",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","5","4","6","41.913342468","-87.681822481","POINT (-87.681822480813 41.913342468232)"
"32e3e7308b456edafd45d9b0e09ec945a52a70481eff98f284c8bd7f0bf67e52fc224404026d5d2c1cf08aef952d5ab499a8bbed45341c7304755445553213f4","Y","2024-06-05T05:45:00.000","20","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-05T06:30:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","431","N","AUSTIN BLVD","1512",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","5","4","6","41.887993114","-87.774762832","POINT (-87.774762831621 41.887993114473)"
"b11e502c5b8975b4db52405c5929ac6320e3a6b5e17acaca199d8d3ff1a1e02e078598e5f76b1ecca06e046e91c692ac0ac81ab46e553fbc289521cdcc8f8fbd",,"2024-06-05T05:35:00.000","30","UNKNOWN","UNKNOWN","CLEAR","DAWN","FIXED OBJECT","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-06-05T05:37:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","10100","S","WOODLAWN AVE","511",,,,,,,"1","NONINCAPACITATING INJURY","1","0","0","1","0","0","0","5","4","6","41.710861463","-87.593258067","POINT (-87.593258066663 41.710861463094)"
"9cccdada5ca8ceefaf214ea91554cd58f72d058f417b3e042a6501175e65ebc65483979ff12693eb53e0d397ef7c0f533596f64583b320262b22cb335ddeb79d",,"2024-06-05T05:10:00.000","40","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-06-05T06:00:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1200","N","LAKE SHORE DR","1824",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","5","4","6","41.904022359","-87.625160424","POINT (-87.625160424397 41.90402235915)"
"9a2253977ca2bebda34027e5fd24f9d2549db5be4a6992f497bd04f327e1250a96491dad4d22d12137ee737cfe13507d7e0971e03c92a86e59594c72b91cbc1b","Y","2024-06-05T05:00:00.000","35","NO CONTROLS","NO CONTROLS","RAIN","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-05T08:00:00.000","WEATHER","UNABLE TO DETERMINE","2802","W","57TH ST","824",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","5","4","6","41.790155408","-87.693852938","POINT (-87.693852938041 41.790155407937)"
"680bd5a60746d476ced075d2869e73de7b94ce7e8dadd433a2cb33ba21a210d142c20f5e617d41b334e1b1af60a338ad3238e2bdeb3b27a88337b280d5ea575d",,"2024-06-05T04:30:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-05T17:00:00.000","FOLLOWING TOO CLOSELY","UNABLE TO DETERMINE","1825","W","VAN BUREN ST","1225",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","4","4","6","41.876149257","-87.672641406","POINT (-87.672641405671 41.876149256704)"
